latitude,longitude,gi_star,p_value,hotspot_category,weight_sum
8.570842201614637,76.88105860628217,-0.4251749789146938,0.223,Not Significant,0.019624148
8.5726502795718,76.88106749846226,-0.01680090813534714,0.372,Not Significant,0.007816398
8.574458357350878,76.88107639258808,-0.36997776208624233,0.362,Not Significant,0.009812074
8.628700607732824,76.88134412134387,,0.001,Not Significant,0.01363712
8.769729701397901,76.88204842042141,0.1608077732849714,0.267,Not Significant,0.085814072
8.771537759546653,76.88205752690199,2.4846744276235797,0.003,Hot Spot (99% Confidence),0.003991352
8.51297481968636,76.88259133671481,-0.39780974693599375,0.283,Not Significant,0.01363712
8.518399064382058,76.88261785792012,-0.39793162443676333,0.247,Not Significant,0.009812074
8.525631388164774,76.88265324677494,-0.5645012284836319,0.101,Not Significant,0.007816398
8.527439468667673,76.88266209885455,-0.35988038776971526,0.239,Not Significant,0.007816398
8.532863709113096,76.8826886667725,0.29912520071136967,0.153,Not Significant,0.023449194
8.534671788907028,76.8826975266383,0.37349297671212245,0.128,Not Significant,0.01363712
8.541904106309062,76.88273298556845,-0.6359055399219935,0.012,Cold Spot (95% Confidence),0.009812074
8.54371218521597,76.88274185516792,-0.5391078686174011,0.056,Not Significant,0.003991352
8.547328342497192,76.88275960020759,-0.22568118129854908,0.355,Not Significant,0.003991352
8.550944499068057,76.8827773530351,-0.32001346805068515,0.238,Not Significant,0.003991352
8.552752577087018,76.88278623236941,-0.5658608263913149,0.047,Cold Spot (95% Confidence),0.009812074
8.55817681007756,76.88281288205512,0.1378890288029136,0.278,Not Significant,0.003991352
8.561792964515604,76.88283065824834,-0.24872665930655075,0.265,Not Significant,0.01363712
8.563601041467823,76.88283954926591,-0.16520495738195548,0.401,Not Significant,0.007816398
8.592530248481586,76.88298207041967,3.6309870719271067,0.014,Hot Spot (95% Confidence),0.027440546000000003
8.614227123761523,76.88308928855363,,0.001,Not Significant,0.009812074
8.784185083651744,76.8839388782009,-0.5375751606888075,0.239,Not Significant,0.01363712
8.785993138445692,76.88394800908497,-0.10574233185191544,0.494,Not Significant,0.007982704
8.516582177236018,76.88442528378347,-0.33298831403882384,0.327,Not Significant,0.009812074
8.529238729961762,76.88448728076055,0.5917155265167998,0.083,Not Significant,0.003991352
8.531046808213919,76.88449614526476,0.0683435390047676,0.335,Not Significant,0.039081990000000004
8.532854886288794,76.8845050117174,0.6087108649149807,0.076,Not Significant,0.023449194
8.53466296418636,76.88451388011852,0.06963479891401263,0.329,Not Significant,0.031265592
8.536471041906575,76.88452275046818,0.5321036235131539,0.111,Not Significant,0.003991352
8.549127580979217,76.8845848974782,-0.7043466287275818,0.008,Cold Spot (99% Confidence),0.019624148
8.565400261280592,76.88466494109859,-0.23341333001192757,0.35,Not Significant,0.003991352
8.592521363068117,76.8847986980207,0.9528180273415003,0.113,Not Significant,0.062531184
8.728126267029813,76.88547406682135,,0.001,Not Significant,0.009812074
8.512957207279937,76.88622383712688,-0.2355733484419143,0.45,Not Significant,0.009812074
8.525613749198339,76.88628586647127,-0.6403287161797261,0.03,Cold Spot (95% Confidence),0.009812074
8.531037978792055,76.88631247972775,0.7886942946083821,0.068,Not Significant,0.015632796
8.534654130968129,76.88633023165022,0.559955624098478,0.086,Not Significant,0.01363712
8.561775249654186,76.88646361976954,-0.4695000644670202,0.146,Not Significant,0.003991352
8.572623685926828,76.8865170979264,-0.5504800972153996,0.133,Not Significant,0.007816398
8.623249636945648,76.88676759165612,,0.001,Not Significant,0.01363712
8.541877583875586,76.88818214264131,,0.001,Not Significant,0.009812074
8.567190592672592,76.88830685360382,0.6014802151963554,0.111,Not Significant,0.01180775
8.610584240795749,76.88852153450077,,0.001,Not Significant,0.009812074
8.616008439575214,76.88854844874395,,0.001,Not Significant,0.031265592
8.68109869896671,76.88887279193597,,0.001,Not Significant,0.009812074
8.507515337469957,76.88982972391854,-0.126492974004546,0.479,Not Significant,0.007816398
8.509323412147237,76.88983859057201,-0.37500419658186623,0.218,Not Significant,0.01363712
8.567181708223224,76.89012335518701,-0.0009106558945186285,0.383,Not Significant,0.035090638
8.56898977704385,76.89013228633041,0.32274887259925017,0.204,Not Significant,0.01180775
8.570797845686377,76.89014121942883,0.0005871427217311558,0.376,Not Significant,0.007816398
8.746179651779567,76.8910170292377,0.4152715467018782,0.207,Not Significant,0.009812074
8.798613057205031,76.89128244735305,,0.001,Not Significant,0.003991352
8.507506507312577,76.89164594176306,-0.27710326250109013,0.318,Not Significant,0.01363712
8.523779155905508,76.89172588862226,-0.36974402333363926,0.256,Not Significant,0.029436222
8.567172815243548,76.89193985481523,0.5517085139500484,0.12,Not Significant,0.023449194
8.570788948898693,76.8919577362005,-0.10524721555078516,0.457,Not Significant,0.01363712
8.597909928577849,76.89209209612302,0.12331002738327138,0.309,Not Significant,0.019624148
8.623222806671546,76.89221789610843,-0.39793162443676333,0.247,Not Significant,0.009812074
8.744362520932347,76.89282525477557,0.04689833216779953,0.326,Not Significant,0.01363712
8.747978619325789,76.89284352014687,-0.3000517961547449,0.362,Not Significant,0.02727424
8.784139563230271,76.89302660543031,,0.001,Not Significant,0.003991352
8.502073455018266,76.89343551838176,,0.001,Not Significant,0.01363712
8.507497668685199,76.89346215765221,-0.33733819633329837,0.249,Not Significant,0.015632796
8.509305739553787,76.89347104132342,0.06639168022898409,0.345,Not Significant,0.007816398
8.512921880760157,76.89348881453768,0.7611038563262001,0.079,Not Significant,0.009812074
8.520154161048657,76.89352438445492,-0.43663848507620606,0.091,Not Significant,0.003991352
8.521962230678014,76.89353328182798,-0.23489769643429143,0.336,Not Significant,0.003991352
8.523770300130195,76.89354218115862,-0.08433842177083942,0.478,Not Significant,0.01363712
8.541850984899103,76.89363128214207,-0.39793162443676333,0.251,Not Significant,0.009812074
8.5436590523999,76.89364020300913,-0.39793162443676333,0.251,Not Significant,0.009812074
8.594284870175258,76.8938907824506,0.3521521314112576,0.205,Not Significant,0.023449194
8.601517118443002,76.89392670489158,-0.43309556809015204,0.15,Not Significant,0.009812074
8.621405786422082,76.89402565327788,-0.009008375318541373,0.398,Not Significant,0.009812074
8.681071660070726,76.89432392169323,,0.001,Not Significant,0.007816398
8.733505144474881,76.89458779976917,1.9516288368330874,0.013,Hot Spot (95% Confidence),0.009812074
8.76966607934015,76.89477074641059,,0.001,Not Significant,0.015632796
8.514721096372098,76.89531395205927,1.4594488956861758,0.011,Hot Spot (95% Confidence),0.01363712
8.518337232702065,76.89533175405235,-0.2141029580859058,0.306,Not Significant,0.01363712
8.52014530060138,76.8953406579879,-0.5497498351213836,0.017,Cold Spot (95% Confidence),0.007816398
8.523761435868497,76.89535847173734,-0.3715215808608512,0.143,Not Significant,0.01363712
8.561730813315497,76.89554598939586,0.24964101557331217,0.236,Not Significant,0.01363712
8.574387255037061,76.89560868738576,,0.001,Not Significant,0.009812074
8.585235626703948,76.89566250498942,-0.5379257802870129,0.239,Not Significant,0.003991352
8.601508172154555,76.89574336376826,-0.23112729660152567,0.353,Not Significant,0.003991352
8.603316231866623,76.89575235788368,-0.5335323405221944,0.082,Not Significant,0.01363712
8.614164586382065,76.89580636376915,0.34616210442604295,0.204,Not Significant,0.003991352
8.637669332373955,76.89592361881255,,0.001,Not Significant,0.009812074
8.717223631653246,76.89632294343123,0.12943517979117938,0.279,Not Significant,0.01180775
8.7262638708025,76.8963685617922,-0.013484623459789853,0.372,Not Significant,0.009812074
8.729879965193136,76.89638682288856,1.1001567388020237,0.021,Hot Spot (95% Confidence),0.009812074
8.731688012116368,76.89639595638376,1.6622290686610826,0.011,Hot Spot (95% Confidence),0.033427574
8.50928803307322,76.89710348424575,0.8583138213111022,0.055,Not Significant,0.009812074
8.511096099948855,76.89711238689554,0.1516653085310047,0.26,Not Significant,0.048894064
8.514712233169117,76.8971301980784,0.9104818274787698,0.035,Hot Spot (95% Confidence),0.05088974
8.516520299513667,76.89713910661155,1.2369786195338979,0.008,Hot Spot (99% Confidence),0.01363712
8.520136431671414,76.89715692956145,-0.2731151768071541,0.241,Not Significant,0.003991352
8.525560628579125,76.89718367869614,-0.1640499796510086,0.489,Not Significant,0.005820722
8.55810577648359,76.8973445442562,0.3785903648514395,0.186,Not Significant,0.01363712
8.559913838567548,76.89735349987058,-0.10312556612651529,0.497,Not Significant,0.02544487
8.567146085123179,76.89738934195142,-0.8429088485414313,0.001,Cold Spot (99% Confidence),0.003991352
8.581610569681903,76.89746112031433,-0.5956529200496923,0.078,Not Significant,0.007982704
8.599691159320138,76.89755101992513,-0.330387605892317,0.265,Not Significant,0.009812074
8.60149921730123,76.89756002068349,-0.5063878218049542,0.099,Not Significant,0.01363712
8.61234756143119,76.89761406646525,-0.7152289573271132,0.033,Cold Spot (95% Confidence),0.023449194
8.61957978727076,76.8976501362578,0.30551829905584804,0.182,Not Significant,0.035256944
8.621387843282772,76.89765915861527,0.3882505395400137,0.167,Not Significant,0.009812074
8.62319589911555,76.8976681829366,-0.052976313505824255,0.433,Not Significant,0.01363712
8.720830646918762,76.89815841384063,-0.24511852693878108,0.464,Not Significant,0.021619824000000003
8.726254784131685,76.89818581694709,-0.2732292398351805,0.36,Not Significant,0.017628472
8.728062829506673,76.89819495524883,0.38282725378055393,0.146,Not Significant,0.013803426
8.729870874700275,76.89820409551709,1.5526204807186736,0.008,Hot Spot (99% Confidence),0.009812074
8.731678919712463,76.89821323775196,0.3162061934363053,0.178,Not Significant,0.10577083200000001
8.733486964543188,76.89822238195346,2.492501453212698,0.004,Hot Spot (99% Confidence),0.02727424
8.493006574481951,76.89883959064755,-0.2381952899774935,0.376,Not Significant,0.009812074
8.509279167125372,76.89891970276632,0.26809727429020797,0.238,Not Significant,0.01363712
8.514703361488971,76.89894644213638,0.9183219751614756,0.019,Hot Spot (95% Confidence),0.056544156000000005
8.516511425922713,76.89895535918575,0.672751378509714,0.047,Hot Spot (95% Confidence),0.045069018
8.518319490179339,76.89896427819816,0.8546076107131259,0.029,Hot Spot (95% Confidence),0.007816398
8.527359808804372,76.89900890270803,-0.6156846423010928,0.113,Not Significant,0.01180775
8.559904919112158,76.89916995739657,0.12036804948711084,0.299,Not Significant,0.015632796
8.561712979106897,76.89917892353634,0.08490775365161873,0.344,Not Significant,0.009812074
8.565329098562227,76.89919686170855,-0.6946531818720926,0.033,Cold Spot (95% Confidence),0.003991352
8.579793569256244,76.89926869297278,-0.3082174583109472,0.26,Not Significant,0.009812074
8.615954695997527,76.89944882128862,0.7822046606732481,0.075,Not Significant,0.009812074
8.619570804735517,76.8994668773567,0.14714075436643426,0.271,Not Significant,0.041077666
8.621378858835717,76.8994759083392,0.6304891527680337,0.078,Not Significant,0.003991352
8.650307700036779,76.89962067142628,-0.10586638265260817,0.495,Not Significant,0.003991352
8.719013513108065,76.89996650166837,0.2900761185693668,0.212,Not Significant,0.01180775
8.731669818612176,76.90003051715354,2.5883102120957866,0.004,Hot Spot (99% Confidence),0.01363712
8.747942198335119,76.90011296451226,,0.001,Not Significant,0.01363712
8.491189652454311,76.90064683066932,-0.3007008121572079,0.299,Not Significant,0.009812074
8.494805781918792,76.90066463268425,0.6387884420360355,0.077,Not Significant,0.007816398
8.496613846386008,76.90067353663834,0.9337456521482224,0.047,Hot Spot (95% Confidence),0.019624148
8.500229974790196,76.90069135043986,0.3479376312184484,0.176,Not Significant,0.007816398
8.502038038727095,76.90070026028741,-0.1392239152943062,0.487,Not Significant,0.003991352
8.511078355758192,76.90074483899495,0.2970052059881351,0.186,Not Significant,0.009812074
8.512886418633476,76.9007537606307,0.7113776703095368,0.06,Not Significant,0.007982704
8.514694481331697,76.90076268423132,0.955632695056022,0.03,Hot Spot (95% Confidence),0.01363712
8.516502543852813,76.90077160979686,0.7430926313789679,0.047,Hot Spot (95% Confidence),0.023449194
8.57797656393398,76.9010762484657,-0.11303884455873602,0.481,Not Significant,0.01180775
8.583400732297164,76.90110323746238,-0.25563487004418173,0.296,Not Significant,0.003991352
8.590632954282336,76.9011392503242,,0.001,Not Significant,0.007816398
8.615945708706446,76.9012655431775,-0.017446575323498942,0.369,Not Significant,0.02544487
8.619561813617224,76.9012836164899,0.47023655031298595,0.107,Not Significant,0.017628472
8.648490627070373,76.90142848634513,-0.8425178260397868,0.001,Cold Spot (99% Confidence),0.01363712
8.735276790640256,76.90186611992587,0.4152715467018782,0.207,Not Significant,0.009812074
8.494796914342304,76.90248077926059,0.8709599311631805,0.058,Not Significant,0.019624148
8.496604976895252,76.90248969171017,0.5560766299146087,0.096,Not Significant,0.05088974
8.49841303927145,76.90249860612607,0.6232366820567111,0.078,Not Significant,0.043073342
8.505645287007985,76.90253428345386,2.5767931278509986,0.01,Hot Spot (99% Confidence),0.01363712
8.516493653304,76.90258785844304,0.6731823767131718,0.091,Not Significant,0.009812074
8.525533953679256,76.90263255835464,-0.4953465900336729,0.136,Not Significant,0.009812074
8.534574249621054,76.90267730744246,1.478988358367486,0.04,Hot Spot (95% Confidence),0.015632796
8.545422598892596,76.90273107126848,-0.39793162443676333,0.282,Not Significant,0.009812074
8.547230656482638,76.90274003879229,-0.39793162443676333,0.252,Not Significant,0.009812074
8.556270941765453,76.9027849059262,-0.5501684697473691,0.134,Not Significant,0.017628472
8.579775662667885,76.90290179072343,-0.18245646105315197,0.388,Not Significant,0.015632796
8.58158371687388,76.90291079563929,-0.3195616211281587,0.197,Not Significant,0.017628472
8.583391770901402,76.90291980252358,-0.4438687985317497,0.102,Not Significant,0.01363712
8.585199824750417,76.90292881137637,-0.2831821342258225,0.306,Not Significant,0.003991352
8.619552813915934,76.9031003536556,0.41681168714806627,0.159,Not Significant,0.009812074
8.630401112852667,76.90315467259286,-0.8425178260397868,0.001,Cold Spot (99% Confidence),0.01363712
8.63220916204755,76.90316373264271,-0.10586638265260817,0.496,Not Significant,0.003991352
8.70453098226328,76.90352775030844,,0.001,Not Significant,0.015632796
8.713571189479918,76.90357347425831,,0.001,Not Significant,0.015632796
8.78227661600132,76.90392258765974,-0.16432147582876944,0.453,Not Significant,0.003991352
8.784084649990703,76.90393181332796,-0.6201637864878903,0.057,Not Significant,0.01363712
8.785892683797515,76.9039410409698,-0.2530798033699509,0.442,Not Significant,0.009812074
8.489363855338038,76.9042701728443,-0.14562081671820798,0.45,Not Significant,0.009812074
8.50021221968909,76.90432369261043,0.3184873749100843,0.177,Not Significant,0.009812074
8.505636399477739,76.90435047906482,0.3157285653569538,0.204,Not Significant,0.070513888
8.509252518452138,76.90436834654315,0.9455999773980218,0.031,Hot Spot (95% Confidence),0.02727424
8.53275727451262,76.90448467709899,0.465264743392849,0.181,Not Significant,0.048894064
8.534565331429633,76.90449363938576,1.0336900642344897,0.06,Not Significant,0.031265592
8.54179755732192,76.90452950822481,-0.39793162443676333,0.252,Not Significant,0.009812074
8.558070055181402,76.90461032832305,0.02857997840840164,0.309,Not Significant,0.007816398
8.581574748848617,76.90472735014654,-0.07595253630248137,0.479,Not Significant,0.007816398
8.601463312240165,76.90482662869238,,0.001,Not Significant,0.009812074
8.68282539109415,76.90523525210281,,0.001,Not Significant,0.003991352
8.693673640724603,76.9052900369863,-0.8429088485414313,0.001,Cold Spot (99% Confidence),0.003991352
8.489354976601328,76.90608629001116,-0.30812072771511756,0.346,Not Significant,0.01363712
8.498395271079602,76.90613092736353,0.4906948932423745,0.125,Not Significant,0.007816398
8.502011387633408,76.90614879609502,0.5989182136464268,0.107,Not Significant,0.003991352
8.503819445644984,76.90615773341608,0.5440081987916808,0.095,Not Significant,0.0236155
8.507435561137301,76.90617561396895,0.7135568635133817,0.062,Not Significant,0.031265592
8.520091959782793,76.90623825797239,-0.45984465339515557,0.118,Not Significant,0.01363712
8.523708072086688,76.9062561739944,-0.5049464391810577,0.063,Not Significant,0.003991352
8.527324183681236,76.9062740978994,-0.5646083743953958,0.049,Cold Spot (95% Confidence),0.009812074
8.532748349742404,76.90630099853837,1.892997386033625,0.023,Hot Spot (95% Confidence),0.01363712
8.552636944956824,76.90639978598944,0.34382815417819845,0.218,Not Significant,0.027440546000000003
8.57071746738026,76.90648979976697,0.8731357622155549,0.103,Not Significant,0.023449194
8.583373822470657,76.90655292673864,-0.4434570276888305,0.105,Not Significant,0.01363712
8.592414070751026,76.9065980765994,,0.001,Not Significant,0.007816398
8.608686506392713,76.906679470619,,0.001,Not Significant,0.01363712
8.61411064838488,76.9067066374693,,0.001,Not Significant,0.003991352
8.677392185553664,76.90702489644691,0.8974357146388731,0.073,Not Significant,0.02727424
8.693664545159457,76.9071071253694,-0.8429088485414313,0.001,Cold Spot (99% Confidence),0.003991352
8.700896700285588,76.90714372290657,,0.001,Not Significant,0.009812074
8.491154146742623,76.9079113372284,-0.3458258948176936,0.231,Not Significant,0.013803426
8.507426654751525,76.9079918141478,0.7386802875985292,0.04,Hot Spot (95% Confidence),0.009812074
8.50923471031233,76.90800076588826,0.2419566763611393,0.219,Not Significant,0.015632796
8.512850820902726,76.90801867528597,0.2913851147576589,0.221,Not Significant,0.009812074
8.516466930784581,76.90803659257314,-0.06745517582780049,0.472,Not Significant,0.01363712
8.52369914842153,76.90807245081719,-0.40555462931984976,0.149,Not Significant,0.003991352
8.549011887788906,76.90819820324171,0.5394023094854021,0.162,Not Significant,0.009812074
8.559860193994513,76.90825221552657,-0.5410446762322993,0.098,Not Significant,0.009812074
8.567092394570341,76.9082882631866,0.2926931202196658,0.228,Not Significant,0.009812074
8.67738309862489,76.90884190462337,1.0807797191439363,0.033,Hot Spot (95% Confidence),0.019624148
8.679191137381874,76.90885104195603,0.1557929321391553,0.272,Not Significant,0.045069018
8.487529138189245,76.90970957989704,-0.49149619492860963,0.12,Not Significant,0.009812074
8.496569414344874,76.90975429231551,-0.27406722850974047,0.379,Not Significant,0.025611176
8.498377469045687,76.90976324072051,0.3484776480625773,0.189,Not Significant,0.01363712
8.505609686079989,76.90979905407964,0.9260415807438541,0.033,Hot Spot (95% Confidence),0.01363712
8.507417739896148,76.90980801235443,0.5483907238422934,0.068,Not Significant,0.019624148
8.511033846997307,76.90982593482636,0.38770125900407804,0.161,Not Significant,0.009812074
8.512841900282229,76.90983489902358,-0.3131010085673265,0.243,Not Significant,0.02544487
8.521882164048865,76.90987974962408,-0.5288392165805246,0.03,Cold Spot (95% Confidence),0.015632796
8.525498268314436,76.90989770368516,-0.6119284516896719,0.019,Cold Spot (95% Confidence),0.01363712
8.55261902766653,76.91003261092347,-0.15795290922078586,0.46,Not Significant,0.02727424
8.558043174736065,76.91005964569746,-0.6368100511835534,0.044,Cold Spot (95% Confidence),0.009812074
8.559851223403154,76.91006866123945,-0.4869468671676159,0.144,Not Significant,0.007816398
8.567083416290117,76.91010474316205,0.7166873629603077,0.111,Not Significant,0.005820722
8.568891464066327,76.91011376858158,-0.503929785716238,0.116,Not Significant,0.043073342
8.58516388602487,76.91019508626663,-0.3146345725674702,0.387,Not Significant,0.003991352
8.655677546983622,76.91054931291522,,0.001,Not Significant,0.019624148
8.66110166343451,76.91057668568827,2.179691344814691,0.028,Hot Spot (95% Confidence),0.003991352
8.671949891471106,76.91063148464104,,0.001,Not Significant,0.017628472
8.677374003054833,76.9106589108233,0.16275158496802528,0.266,Not Significant,0.03542325
8.67918203988849,76.9106680568408,0.84389595858564,0.049,Hot Spot (95% Confidence),0.005820722
8.680990076541624,76.91067720483672,0.3980859106010029,0.146,Not Significant,0.007816398
8.749695335232795,76.91102629516602,,0.001,Not Significant,0.007816398
8.478479965066617,76.91148097717142,0.24607506793879644,0.234,Not Significant,0.017628472
8.48028801961075,76.91148991431862,0.5056155170377933,0.138,Not Significant,0.01363712
8.489328289683046,76.91153462968491,-0.1532311935520224,0.476,Not Significant,0.003991352
8.501984660362206,76.91159731417073,0.7176595796913339,0.069,Not Significant,0.0236155
8.503792712608877,76.91160627700026,1.030257150321598,0.021,Hot Spot (95% Confidence),0.031265592
8.505600764678558,76.91161524180565,0.8496184764715294,0.036,Hot Spot (95% Confidence),0.037086314
8.507408816571218,76.91162420858696,0.4958170003531672,0.088,Not Significant,0.041077666
8.516449073377919,76.91166907213409,-0.016288844537550647,0.43,Not Significant,0.009812074
8.520065174860168,76.911687031386,-0.07418570752370372,0.457,Not Significant,0.009812074
8.536337622748974,76.91176794585107,,0.001,Not Significant,0.009812074
8.5489939611602,76.91183099001724,0.51278297985222,0.093,Not Significant,0.01363712
8.552610056248561,76.91184902042858,0.727846511310626,0.133,Not Significant,0.009812074
8.558034197546199,76.91187608087402,-0.44299229974730014,0.216,Not Significant,0.003991352
8.583346835727129,76.91200259826464,-0.842652106265615,0.001,Cold Spot (99% Confidence),0.009812074
8.599619227507766,76.91208413557584,,0.001,Not Significant,0.009812074
8.662900613080527,76.91240274871268,-0.1998634750282662,0.422,Not Significant,0.054714786
8.664708649432022,76.91241188757404,1.2540187762403123,0.052,Not Significant,0.015632796
8.666516685603272,76.91242102841537,0.6440777439470821,0.143,Not Significant,0.01363712
8.677364898843543,76.91247591504484,0.7648860742264922,0.081,Not Significant,0.01180775
8.787654696558388,76.91303797754338,,0.001,Not Significant,0.009812074
8.478471064075254,76.9132970355491,0.4281945990264277,0.143,Not Significant,0.017628472
8.485703273492225,76.91333282991457,-0.362055016192499,0.213,Not Significant,0.009812074
8.498359633170061,76.913395546182,0.2823921999032812,0.19,Not Significant,0.003991352
8.501975734343679,76.91341348291346,0.7098700801013177,0.067,Not Significant,0.017628472
8.50378378466506,76.91342245424572,0.596278703791969,0.082,Not Significant,0.044902712000000004
8.507399884776774,76.91344040284353,1.4462343693775122,0.015,Hot Spot (95% Confidence),0.009812074
8.514632082875012,76.91347632377371,-0.3839865274287884,0.256,Not Significant,0.015632796
8.520056229587988,76.91350328524044,0.37097595586056464,0.162,Not Significant,0.009812074
8.523672326510038,76.91352126944234,0.12431496426247975,0.291,Not Significant,0.003991352
8.54717693919324,76.91363835965065,1.593998379844727,0.007,Hot Spot (99% Confidence),0.01363712
8.568873478066498,76.91374673974435,0.8782688270580159,0.104,Not Significant,0.003991352
8.605034319094312,76.9139280066786,0.6444180894551489,0.168,Not Significant,0.0236155
8.744252885772038,76.91463328311151,,0.001,Not Significant,0.013803426
8.476654103774948,76.91510413982475,0.18420450623202617,0.243,Not Significant,0.01363712
8.480270205335813,76.91512204605357,-0.14121995616618122,0.42,Not Significant,0.048894064
8.482078255851448,76.9151310021365,0.42626943918911725,0.131,Not Significant,0.017628472
8.491118505780213,76.91517581223843,0.39662635435726507,0.166,Not Significant,0.023449194
8.498350702541716,76.91521169594726,-0.09694397314588525,0.499,Not Significant,0.021619824000000003
8.501966799861162,76.91522964967848,0.5748994110747833,0.076,Not Significant,0.003991352
8.509198992375968,76.91526558089625,-0.2498002686608423,0.328,Not Significant,0.027440546000000003
8.512815087570736,76.91528355838354,-0.07282655535244405,0.457,Not Significant,0.003991352
8.520047275833559,76.91531953711674,0.12863366032750836,0.291,Not Significant,0.03725262
8.52185532245598,76.91532853675001,0.35022586938240635,0.156,Not Significant,0.017628472
8.529087507171447,76.91536455508441,-0.790199228498164,0.013,Cold Spot (95% Confidence),0.01363712
8.545359912392012,76.91544571218678,1.5852934845412592,0.012,Hot Spot (95% Confidence),0.015632796
8.54716795652769,76.91545473954535,0.24791122980944083,0.216,Not Significant,0.07633461
8.548976000485476,76.91546376888466,1.467683597353392,0.01,Hot Spot (99% Confidence),0.01363712
8.608641351050801,76.91576284856488,0.6571181442905156,0.154,Not Significant,0.023449194
8.661074376903258,76.91602745817568,3.032848051590256,0.025,Hot Spot (95% Confidence),0.015632796
8.68096272642228,76.91612826367268,,0.001,Not Significant,0.009812074
8.751475789197226,76.91648759992516,,0.001,Not Significant,0.009812074
8.474837138715339,76.9169112271494,0.017229189406177025,0.413,Not Significant,0.003991352
8.476645187831808,76.91692018576991,0.21803151827802308,0.213,Not Significant,0.01363712
8.480261285535263,76.91693810895343,0.6080135617658892,0.082,Not Significant,0.009812074
8.48206933412217,76.91694707351652,0.29865977462434773,0.226,Not Significant,0.003991352
8.485685430766152,76.91696500858566,-0.38475472579904785,0.124,Not Significant,0.009812074
8.489301526703457,76.91698295157899,0.09769905982557783,0.325,Not Significant,0.019624148
8.491109574407014,76.91699192604733,0.12292731585604448,0.322,Not Significant,0.029269916
8.492917621933794,76.91700090249687,0.33511680250502407,0.2,Not Significant,0.015632796
8.49834176345308,76.91702784373304,0.8972755314823331,0.041,Hot Spot (95% Confidence),0.015632796
8.510998087470604,76.9170907759674,0.05302976922539158,0.33,Not Significant,0.005820722
8.520038313596928,76.917135787013,0.4989319931430063,0.119,Not Significant,0.027440546000000003
8.521846358290238,76.91714479516766,0.4770018575852144,0.114,Not Significant,0.01363712
8.523654402806148,76.91715380530428,-0.0895070301382146,0.482,Not Significant,0.021619824
8.525462447144617,76.91716281742292,-0.24621462287837254,0.31,Not Significant,0.009812074
8.52727049130561,76.9171718315236,-0.4213383140795109,0.133,Not Significant,0.003991352
8.529078535289084,76.91718084760637,-0.4591384621842987,0.147,Not Significant,0.003991352
8.545350923146232,76.91726208155312,0.9849708537936794,0.035,Hot Spot (95% Confidence),0.017794778
8.54715896535256,76.91727111745934,1.184022692250111,0.021,Hot Spot (95% Confidence),0.029436222
8.54896700738097,76.91728015534817,0.9976923220276285,0.032,Hot Spot (95% Confidence),0.021619824000000003
8.552583090903893,76.91729823707378,-0.17718947343025557,0.444,Not Significant,0.015632796
8.554391132398331,76.91730728091065,-0.02944893512697352,0.395,Not Significant,0.009812074
8.574279577076906,76.91740689398975,,0.001,Not Significant,0.009812074
8.583319772067798,76.91745225198967,-0.39814184853341517,0.259,Not Significant,0.003991352
8.47302016890192,76.91871829752691,-0.09908768772424122,0.454,Not Significant,0.01363712
8.474828216264354,76.91872726263925,0.12937403825334642,0.27,Not Significant,0.007816398
8.47663626345033,76.91873622973425,-0.35857092710468746,0.104,Not Significant,0.041243972000000004
8.489292588807958,76.91879905491722,0.15421639885522145,0.285,Not Significant,0.003991352
8.494716725596271,76.91882600973994,0.5491540915968041,0.093,Not Significant,0.003991352
8.49652477083868,76.91883499864709,0.9157894817354982,0.031,Hot Spot (95% Confidence),0.01363712
8.49833281590419,76.91884398953745,0.3748131591478262,0.163,Not Significant,0.056710462
8.500140860792753,76.91885298241101,1.322328026960218,0.013,Hot Spot (95% Confidence),0.007816398
8.554382124988754,76.91912369105117,-0.24957372056806254,0.45,Not Significant,0.01363712
8.583310733755829,76.91926879926685,-0.842652106265615,0.001,Cold Spot (99% Confidence),0.009812074
8.590542878806763,76.9193051557289,,0.001,Not Significant,0.009812074
8.623087496096867,76.9194691529937,-0.39793162443676333,0.259,Not Significant,0.009812074
8.624895528687734,76.91947828282117,-0.39793162443676333,0.259,Not Significant,0.009812074
8.632127657255717,76.91951482199597,,0.001,Not Significant,0.003991352
8.471203194340205,76.92052535096107,-0.26893720613715644,0.246,Not Significant,0.023449194
8.473011239946777,76.92053432256151,0.021045685431347456,0.422,Not Significant,0.01180775
8.474819285376903,76.92054329614643,-0.03686392819632153,0.461,Not Significant,0.017628472
8.476627330630537,76.92055227171588,0.30663318717464677,0.181,Not Significant,0.003991352
8.482051465332184,76.92057921033178,-0.6449985587861253,0.056,Not Significant,0.009812074
8.487475598444155,76.92060616681007,-0.22084017536365566,0.352,Not Significant,0.003991352
8.498323859895091,76.92066013335858,0.6069123868599459,0.055,Not Significant,0.05088974
8.501939945630111,76.92067813808853,1.1017098860447894,0.049,Hot Spot (95% Confidence),0.007816398
8.514596240124147,76.92074121717972,0.14690973680987315,0.28,Not Significant,0.017628472
8.520020363677244,76.92076828085789,0.4802148401213787,0.183,Not Significant,0.009812074
8.525444485633724,76.92079536240702,-0.4056965862007971,0.095,Not Significant,0.009812074
8.529060566050546,76.920813426702,-0.5712818522364126,0.013,Cold Spot (95% Confidence),0.009812074
